,Unnamed: 0,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome,Date,Opponent,Home_Barrels,Home_Barrel %,Home_Max EV,Home_Avg EV,Home_Launch Angle,Home_xBA,Home_xSLG,Home_xWOBA,Home_WOBA,Home_Hard Hit %,,Away_Barrels,Away_Barrel %,Away_Max EV,Away_Avg EV,Away_Launch Angle,Away_xBA,Away_xSLG,Away_xWOBA,Away_WOBA,Away_Hard Hit %
19963,253,46459,Rays,0,4,3,8/12/2016,on grass,Night Game,Yankees,0,8,6,8:05 p.m. Local,Yankee Stadium III,Friday,77,6, in unknown direction,Unknown,9,2.85,regular season,1,0,Win,8/12/2016,Rays,1,4.3,103.5,82.6,24,0.195,0.287,0.238,0.336,34.8,,1,3,109.4,83.5,0.3,0.235,0.345,0.311,0.393,30.3
19991,254,24617,Royals,0,11,7,8/12/2016,on grass,Night Game,Twins,1,5,3,8:00 p.m. Local,Target Field,Friday,70,6, from Left to Right,Unknown,10,2.8,regular season,0,1,Loss,8/12/2016,Royals,3,15,102.9,84.2,12.7,0.267,0.464,0.323,0.234,40,,4,13.8,108.7,84.1,17.1,0.246,0.512,0.348,0.306,31
19999,255,24553,Reds,1,12,7,8/12/2016,on grass,Night Game,Brewers,2,6,4,7:10 p.m. Local,Miller Park,Friday,81,0, in unknown direction,In Dome,11,3.383333333,regular season,0,1,Loss,8/12/2016,Reds,2,11.1,107.1,79.5,9.1,0.194,0.355,0.26,0.255,27.8,,2,8,112.9,85.8,15.6,0.312,0.531,0.385,0.365,56
20037,256,21090,White Sox,0,12,4,8/12/2016,on grass,Night Game,Marlins,0,4,2,7:11 p.m. Local,Marlins Park,Friday,78,0, in unknown direction,In Dome,6,3.366666667,regular season,0,1,Loss,8/12/2016,White Sox,0,0,105.4,85.5,10.8,0.167,0.21,0.222,0.19,34.8,,2,8,108.7,83,20.7,0.235,0.434,0.308,0.359,28
20063,257,47438,Pirates,0,7,5,8/12/2016,on grass,Night Game,Dodgers,0,12,1,7:10 p.m. Local,Dodger Stadium,Friday,73,6, out to Rightfield,Sunny,6,2.95,regular season,0,1,Loss,8/12/2016,Pirates,1,3.2,106.8,84.7,19.6,0.281,0.429,0.307,0.306,35.5,,2,10,107.6,87.3,12.1,0.216,0.317,0.311,0.254,55
20095,258,27014,Angels,2,8,3,8/12/2016,on grass,Night Game,Indians,0,17,13,7:10 p.m. Local,Progressive Field,Friday,90,15, out to Rightfield,Unknown,16,3.216666667,regular season,1,0,Win,8/12/2016,Angels,2,6.3,107.5,79.2,18,0.314,0.481,0.366,0.482,21.9,,4,20,107.6,85.2,27.7,0.195,0.485,0.316,0.35,35
20129,997,29089,Braves,0,9,8,8/12/2016,on grass,Night Game,Nationals,0,9,5,7:06 p.m. Local,Nationals Park,Friday,94,4, out to Centerfield,Cloudy,13,3.25,regular season,0,1,Loss,8/12/2016,Braves,3,10,108.8,87,10.9,0.234,0.399,0.304,0.32,33.3,,1,5.6,108.4,79.7,12,0.154,0.243,0.234,0.236,16.7
20151,998,40848,Cardinals,0,6,2,8/12/2016,on grass,Day Game,Cubs,2,14,13,1:20 p.m. Local,Wrigley Field,Friday,76,5, out to Centerfield,Overcast,15,2.983333333,regular season,1,0,Win,8/12/2016,Cardinals,3,9.7,114.9,84.5,14.5,0.255,0.505,0.371,0.537,35.5,,2,7.4,105.9,83.1,14.4,0.225,0.359,0.273,0.331,29.6
20204,259,35840,Mariners,0,9,3,8/15/2016,on grass,Night Game,Angels,0,4,2,7:07 p.m. Local,Angel Stadium of Anaheim,Monday,90,8, from Right to Left,Sunny,5,3.016666667,regular season,0,1,Loss,8/15/2016,Mariners,1,4.8,110.6,83.2,2,0.166,0.324,0.274,0.256,33.3,,1,3.6,108,83.5,12.2,0.244,0.366,0.303,0.337,25
20233,958,22845,Athletics,1,6,2,8/15/2016,on grass,Night Game,Rangers,1,10,5,7:08 p.m. Local,Globe Life Park in Arlington,Monday,75,7, from Left to Right,Unknown,7,2.7,regular season,1,0,Win,8/15/2016,Athletics,1,3.8,106.1,85.3,8.1,0.32,0.446,0.4,0.389,30.8,,1,3.8,110.8,86.7,10,0.242,0.363,0.313,0.359,38.5
20252,959,10417,Padres,0,3,2,8/15/2016,on turf,Night Game,Rays,0,8,8,7:10 p.m. Local,Tropicana Field,Monday,72,0, in unknown direction,In Dome,10,2.833333333,regular season,1,0,Win,8/15/2016,Padres,4,15.4,111.2,86.1,13.4,0.262,0.552,0.402,0.403,46.2,,2,7.1,103.7,84.4,15,0.193,0.377,0.24,0.248,32.1
20262,960,41850,Pirates,1,12,8,8/15/2016,on grass,Night Game,Giants,0,12,5,7:16 p.m. Local,AT&T Park,Monday,64,13, out to Centerfield,Sunny,13,3.45,regular season,0,1,Loss,8/15/2016,Pirates,2,6.3,105.5,82.5,13.2,0.26,0.418,0.339,0.423,31.3,,0,0,112.5,84.4,2.5,0.227,0.305,0.23,0.264,23.1
20293,961,36015,Blue Jays,0,3,0,8/15/2016,on grass,Night Game,Yankees,0,8,1,7:08 p.m. Local,Yankee Stadium III,Monday,87,5, from Left to Right,Cloudy,1,2.916666667,regular season,1,0,Win,8/15/2016,Blue Jays,0,0,111.8,81.5,4.2,0.281,0.36,0.354,0.332,39.1,,3,11.5,108.5,84.4,19,0.241,0.496,0.353,0.397,26.9
20310,962,29803,Royals,1,9,3,8/15/2016,on grass,Night Game,Tigers,1,6,1,7:10 p.m. Local,Comerica Park,Monday,76,11, from Right to Left,Unknown,4,2.966666667,regular season,0,1,Loss,8/15/2016,Royals,2,8,111.1,84.7,23.3,0.231,0.435,0.295,0.209,40,,3,11.1,110.8,87.8,20.5,0.254,0.487,0.343,0.272,44.4
20326,963,27818,Nationals,0,10,5,8/15/2016,on grass,Night Game,Rockies,0,10,4,6:40 p.m. Local,Coors Field,Monday,82,7, out to Leftfield,Unknown,9,3.433333333,regular season,0,1,Loss,8/15/2016,Nationals,2,6.7,109.4,83.4,12.4,0.243,0.374,0.285,0.334,33.3,,3,10.3,107.1,82.3,13.6,0.28,0.457,0.333,0.381,34.5
20361,965,16918,Marlins,2,9,6,8/15/2016,on grass,Night Game,Reds,1,7,3,7:10 p.m. Local,Great American Ball Park,Monday,74,6, in from Centerfield,Overcast,9,3.683333333,regular season,0,1,Loss,8/15/2016,Marlins,1,4.8,103.4,79.6,17.9,0.161,0.271,0.251,0.285,23.8,,2,6.5,108,86.3,15.4,0.251,0.43,0.322,0.292,35.5
20369,966,17340,Mets,2,12,6,8/15/2016,on grass,Night Game,D-Backs,1,16,10,6:40 p.m. Local,Chase Field,Monday,80,0, in unknown direction,In Dome,16,3.483333333,regular season,1,0,Win,8/15/2016,Mets,3,8.8,111.7,86.3,19.3,0.348,0.596,0.424,0.489,47.1,,1,4.3,109.8,86.5,6.3,0.179,0.319,0.227,0.233,34.8
20395,260,30665,Blue Jays,2,5,2,8/19/2016,on grass,Night Game,Indians,0,6,3,7:10 p.m. Local,Progressive Field,Friday,83,6, from Left to Right,Sunny,5,2.45,regular season,1,0,Win,8/19/2016,Blue Jays,0,0,105.4,85.5,23.3,0.149,0.207,0.218,0.304,33.3,,3,12.5,106.8,80.6,25.4,0.179,0.395,0.294,0.232,33.3
20436,261,28184,Dodgers,0,10,2,8/19/2016,on grass,Night Game,Reds,0,12,9,7:11 p.m. Local,Great American Ball Park,Friday,83,5, in from Rightfield,Cloudy,11,3.65,regular season,1,0,Win,8/19/2016,Dodgers,2,7.7,102.6,82.1,16.8,0.343,0.47,0.381,0.412,30.8,,1,3.6,109.1,88.8,20.5,0.282,0.393,0.341,0.369,32.1
20472,262,20011,Athletics,1,11,9,8/19/2016,on grass,Night Game,White Sox,1,2,0,7:11 p.m. Local,U.S. Cellular Field,Friday,84,10, out to Leftfield,Sunny,9,2.383333333,regular season,0,1,Loss,8/19/2016,Athletics,0,0,100.6,84.6,16.4,0.191,0.219,0.181,0.063,26.1,,0,0,110.9,79.6,13.5,0.15,0.192,0.169,0.123,18.8
20490,263,34422,Astros,1,18,15,8/19/2016,on grass,Night Game,Orioles,0,10,8,7:06 p.m. Local,Oriole Park at Camden Yards,Friday,86,4, in from Centerfield,Sunny,23,3.05,regular season,0,1,Loss,8/19/2016,Astros,5,17.2,112.1,85.9,22.2,0.287,0.605,0.391,0.406,37.9,,2,6.3,107.7,86.9,14.6,0.307,0.448,0.402,0.328,46.9
20508,264,30292,Nationals,2,12,7,8/19/2016,on grass,Night Game,Braves,2,7,6,7:36 p.m. Local,Turner Field,Friday,75,11, out to Rightfield,Unknown,13,3.6,regular season,0,1,Loss,8/19/2016,Nationals,5,18.5,108.6,84.2,18.8,0.246,0.546,0.363,0.312,37,,3,10.7,108.1,86.9,7.4,0.29,0.493,0.377,0.372,42.9
20534,265,40256,Yankees,0,15,7,8/19/2016,on grass,Night Game,Angels,1,6,0,7:09 p.m. Local,Angel Stadium of Anaheim,Friday,82,6, out to Rightfield,Sunny,7,2.916666667,regular season,0,1,Loss,8/19/2016,Yankees,1,4.5,109.2,83.1,4.1,0.22,0.307,0.243,0.175,31.8,,1,3.4,104.4,83.4,15.7,0.221,0.388,0.312,0.367,24.1
20585,913,15109,Rangers,1,11,6,8/19/2016,on turf,Night Game,Rays,0,6,2,7:11 p.m. Local,Tropicana Field,Friday,72,0, in unknown direction,In Dome,8,2.933333333,regular season,0,1,Loss,8/19/2016,Rangers,1,5,112.7,77.6,11.8,0.123,0.251,0.188,0.233,30,,1,6.3,106,82.4,10.2,0.178,0.263,0.222,0.209,31.3
20604,914,41434,Mets,2,11,1,8/19/2016,on grass,Night Game,Giants,0,15,8,7:26 p.m. Local,AT&T Park,Friday,60,13, out to Centerfield,Cloudy,9,2.9,regular season,1,0,Win,8/19/2016,Mets,3,8.8,104.8,85.5,12.2,0.347,0.554,0.388,0.425,35.3,,1,3.3,104.6,80.7,19.9,0.253,0.407,0.351,0.343,30
20636,915,37758,Brewers,3,11,6,8/19/2016,on grass,Night Game,Mariners,0,11,7,7:10 p.m. Local,Safeco Field,Friday,90,2, out to Rightfield,Sunny,13,3.35,regular season,1,0,Win,8/19/2016,Brewers,2,6.3,112.8,80.4,17.2,0.298,0.5,0.383,0.402,34.4,,3,9.7,107,83.4,17.5,0.26,0.496,0.363,0.41,29
20703,917,32357,Marlins,1,16,6,8/19/2016,on grass,Night Game,Pirates,2,12,5,7:07 p.m. Local,PNC Park,Friday,83,8, out to Leftfield,Cloudy,11,3.6,regular season,0,1,Loss,8/19/2016,Marlins,3,9.4,114,83.6,-0.5,0.327,0.557,0.404,0.371,43.8,,4,12.9,109.3,89.5,13.5,0.331,0.617,0.437,0.53,48.4
20732,918,20627,Cardinals,0,9,4,8/19/2016,on grass,Night Game,Phillies,0,11,3,7:09 p.m. Local,Citizens Bank Park,Friday,87,6, out to Centerfield,Unknown,7,3.9,regular season,0,1,Loss,8/19/2016,Cardinals,0,0,108,80.6,14.9,0.216,0.297,0.266,0.358,28.6,,1,3.6,107.7,83.1,13.4,0.181,0.255,0.249,0.35,28.6
20769,919,28463,Twins,0,7,4,8/19/2016,on grass,Night Game,Royals,0,12,5,7:16 p.m. Local,Kauffman Stadium,Friday,84,14, from Right to Left,Cloudy,9,3.733333333,regular season,1,0,Win,8/19/2016,Twins,3,8.8,108.8,86.9,19.3,0.216,0.345,0.309,0.335,32.4,,4,10.8,112.4,83.6,18.3,0.311,0.572,0.383,0.473,37.8
20800,920,36108,Red Sox,1,16,10,8/19/2016,on grass,Night Game,Tigers,0,4,2,7:10 p.m. Local,Comerica Park,Friday,79,8, from Right to Left,Unknown,12,2.766666667,regular season,0,1,Loss,8/19/2016,Red Sox,1,4.8,105.9,80.2,19.9,0.178,0.301,0.234,0.183,38.1,,4,13.8,104.6,80.8,11.7,0.207,0.467,0.32,0.386,34.5
20828,921,43950,Cubs,2,12,6,8/19/2016,on grass,Night Game,Rockies,0,11,7,8:50 p.m. Local,Coors Field,Friday,53,8, in from Leftfield,Unknown,13,3.783333333,regular season,1,0,Win,8/19/2016,Cubs,1,2.9,111.7,86.5,19.8,0.289,0.412,0.329,0.326,32.4,,1,3,109.1,83.1,11.3,0.264,0.363,0.274,0.319,42.4
20841,266,41517,Mets,0,13,7,8/18/2016,on grass,Night Game,Giants,0,17,10,7:15 p.m. Local,AT&T Park,Thursday,61,12, out to Centerfield,Cloudy,17,3.5,regular season,1,0,Win,8/18/2016,Mets,1,3.3,106.3,83.4,16.7,0.349,0.502,0.392,0.498,30,,4,14.8,114.9,85.3,21.3,0.282,0.586,0.399,0.396,33.3
20893,268,29187,Dodgers,1,7,4,8/18/2016,on grass,Night Game,Phillies,0,9,5,7:07 p.m. Local,Citizens Bank Park,Thursday,86,6, from Left to Right,Cloudy,9,2.9,regular season,1,0,Win,8/18/2016,Dodgers,2,8,110.8,85.3,22.5,0.252,0.432,0.325,0.361,32,,0,0,110.1,80.8,10.2,0.225,0.27,0.28,0.354,20
20918,269,30599,Twins,1,5,1,8/18/2016,on grass,Night Game,Royals,0,7,8,7:15 p.m. Local,Kauffman Stadium,Thursday,87,13, from Right to Left,Sunny,9,2.25,regular season,1,0,Win,8/18/2016,Twins,1,4.5,108.8,81.7,15,0.219,0.315,0.288,0.318,50,,3,8.8,105,83.1,9.5,0.375,0.574,0.443,0.476,26.5
20941,270,34649,Red Sox,0,9,3,8/18/2016,on grass,Day Game,Tigers,0,10,4,1:10 p.m. Local,Comerica Park,Thursday,80,1, out to Leftfield,Cloudy,7,3.383333333,regular season,1,0,Win,8/18/2016,Red Sox,1,3.4,108.9,88.4,15.8,0.297,0.374,0.364,0.312,41.4,,3,8.6,110.7,86.4,29.7,0.287,0.581,0.394,0.304,37.1
20952,271,12982,White Sox,1,6,4,8/18/2016,on grass,Night Game,Indians,0,12,5,7:10 p.m. Local,Progressive Field,Thursday,79,7, in from Centerfield,Cloudy,9,3,regular season,1,0,Win,8/18/2016,White Sox,2,7.7,108.3,88.6,7.7,0.367,0.553,0.421,0.382,46.2,,1,3.6,105.7,86.5,20.6,0.219,0.368,0.299,0.263,39.3
20982,922,14108,Marlins,2,8,4,8/18/2016,on grass,Night Game,Reds,2,8,5,7:10 p.m. Local,Great American Ball Park,Thursday,82,7, in unknown direction,Cloudy,9,2.666666667,regular season,1,0,Win,8/18/2016,Marlins,1,5.3,108.6,87.7,14.5,0.3,0.424,0.337,0.3,52.6,,4,11.1,110.2,86.3,16.2,0.284,0.489,0.346,0.426,38.9
20992,923,41407,Brewers,0,6,6,8/18/2016,on grass,Day Game,Cubs,0,14,9,1:20 p.m. Local,Wrigley Field,Thursday,84,9, in unknown direction,Sunny,15,3.35,regular season,1,0,Win,8/18/2016,Brewers,1,3.1,103.3,81.4,17.6,0.281,0.444,0.329,0.444,31.3,,2,6.5,109.1,81.4,10.5,0.277,0.403,0.331,0.339,22.6
21023,924,20288,Astros,0,7,5,8/18/2016,on grass,Night Game,Orioles,1,18,13,7:07 p.m. Local,Oriole Park at Camden Yards,Thursday,87,7, from Left to Right,Cloudy,18,2.666666667,regular season,1,0,Win,8/18/2016,Astros,5,13.9,112,90.6,14.4,0.399,0.768,0.485,0.589,52.8,,1,3.7,109.2,83.4,16.6,0.274,0.409,0.333,0.381,44.4
21034,925,24099,Nationals,1,6,8,8/18/2016,on grass,Night Game,Braves,2,7,2,8:26 p.m. Local,Turner Field,Thursday,74,4, in from Centerfield,Drizzle,10,3.533333333,regular season,0,1,Loss,8/18/2016,Nationals,0,0,106.5,80.6,16.2,0.152,0.186,0.175,0.229,19,,3,8.6,106.6,84.5,13.8,0.276,0.466,0.357,0.416,34.3
21054,926,37721,Mariners,1,8,4,8/18/2016,on grass,Night Game,Angels,0,10,6,7:09 p.m. Local,Angel Stadium of Anaheim,Thursday,80,7, out to Centerfield,Sunny,10,2.966666667,regular season,1,0,Win,8/18/2016,Mariners,1,3.3,106.8,89.8,18.1,0.381,0.585,0.421,0.333,60,,2,8,108.1,84.5,21.5,0.241,0.423,0.296,0.281,24
21101,272,32996,Twins,1,8,1,8/21/2016,on grass,Day Game,Royals,1,4,2,1:15 p.m. Local,Kauffman Stadium,Sunday,79,7, from Right to Left,Sunny,3,2.416666667,regular season,1,0,Win,8/21/2016,Twins,3,17.6,110.2,82.4,14.2,0.191,0.291,0.225,0.183,35.3,,1,4.5,102.1,81.5,15.9,0.198,0.288,0.225,0.194,9.1
21127,884,17685,Rangers,1,7,4,8/21/2016,on turf,Day Game,Rays,0,8,8,1:11 p.m. Local,Tropicana Field,Sunday,72,0, in unknown direction,In Dome,12,3.016666667,regular season,1,0,Win,8/21/2016,Rangers,4,16,111,80.6,4.8,0.255,0.544,0.375,0.376,36,,2,6.9,108,80.7,19.4,0.271,0.401,0.329,0.303,37.9
21146,885,41377,Mets,0,4,2,8/21/2016,on grass,Night Game,Giants,0,3,0,5:08 p.m. Local,AT&T Park,Sunday,65,14, out to Centerfield,Unknown,2,2.416666667,regular season,0,1,Loss,8/21/2016,Mets,0,0,98.8,78,6.1,0.133,0.173,0.172,0.138,10.5,,1,4.2,102.5,81.5,13,0.17,0.282,0.25,0.261,29.2
21178,886,35833,Brewers,1,10,7,8/21/2016,on grass,Day Game,Mariners,0,11,6,1:11 p.m. Local,Safeco Field,Sunday,66,1, in unknown direction,Unknown,13,3.216666667,regular season,0,1,Loss,8/21/2016,Brewers,0,0,105.9,85.1,13.2,0.21,0.238,0.211,0.275,35.5,,0,0,109.8,81,16.5,0.226,0.266,0.23,0.246,24
21245,888,28616,Marlins,2,6,3,8/21/2016,on grass,Day Game,Pirates,2,5,2,1:38 p.m. Local,PNC Park,Sunday,74,9, out to Centerfield,Unknown,5,2.916666667,regular season,0,1,Loss,8/21/2016,Marlins,0,0,111.2,79.4,10.9,0.298,0.407,0.329,0.186,32.1,,1,3.7,105.2,83,16.6,0.239,0.439,0.386,0.361,29.6
21274,889,20127,Cardinals,0,13,9,8/21/2016,on grass,Day Game,Phillies,0,9,0,1:38 p.m. Local,Citizens Bank Park,Sunday,89,9, out to Centerfield,Cloudy,9,3.116666667,regular season,0,1,Loss,8/21/2016,Cardinals,0,0,110.8,82,4.2,0.279,0.367,0.31,0.266,28,,2,8.7,107.3,85.4,16.2,0.174,0.331,0.229,0.271,34.8
21312,890,31032,Red Sox,0,7,5,8/21/2016,on grass,Day Game,Tigers,0,10,10,1:10 p.m. Local,Comerica Park,Sunday,74,14, out to Leftfield,Cloudy,15,3.15,regular season,1,0,Win,8/21/2016,Red Sox,4,18.2,112.1,84.4,32.7,0.257,0.655,0.421,0.422,45.5,,0,0,103.4,79.2,17.3,0.141,0.161,0.24,0.282,7.1
21340,891,46206,Cubs,4,7,4,8/21/2016,on grass,Day Game,Rockies,0,14,11,2:10 p.m. Local,Coors Field,Sunday,86,5, out to Leftfield,Sunny,15,3,regular season,1,0,Win,8/21/2016,Cubs,3,10.3,111.4,85.2,7.9,0.311,0.528,0.384,0.449,37.9,,3,10.7,111.4,84.7,18.3,0.324,0.599,0.409,0.348,50
21357,892,26696,Blue Jays,0,7,2,8/21/2016,on grass,Day Game,Indians,0,9,3,1:11 p.m. Local,Progressive Field,Sunday,75,19, out to Centerfield,Cloudy,5,2.883333333,regular season,1,0,Win,8/21/2016,Blue Jays,1,4.8,108,83,12,0.261,0.385,0.292,0.304,38.1,,0,0,107.8,81.7,17.3,0.24,0.321,0.268,0.264,24.1
21398,893,28752,Dodgers,0,8,4,8/21/2016,on grass,Day Game,Reds,0,9,0,1:12 p.m. Local,Great American Ball Park,Sunday,77,12, from Right to Left,Cloudy,4,2.916666667,regular season,0,1,Loss,8/21/2016,Dodgers,0,0,101.5,79.8,11.8,0.228,0.275,0.236,0.263,23.8,,2,8.3,109.9,80.4,27.2,0.17,0.317,0.234,0.28,29.2
21434,894,23030,Athletics,1,10,2,8/21/2016,on grass,Day Game,White Sox,0,11,4,1:10 p.m. Local,U.S. Cellular Field,Sunday,71,12, out to Centerfield,Cloudy,6,2.7,regular season,1,0,Win,8/21/2016,Athletics,1,3.4,109.2,84.2,18.3,0.279,0.396,0.304,0.359,37.9,,1,4.3,110.5,84.6,24.3,0.216,0.41,0.292,0.201,34.8
21452,895,29734,Astros,0,9,5,8/21/2016,on grass,Night Game,Orioles,1,6,3,5:40 p.m. Local,Oriole Park at Camden Yards,Sunday,79,2, from Right to Left,Overcast,8,2.533333333,regular season,0,1,Loss,8/21/2016,Astros,2,8,113.5,88.2,10.5,0.227,0.417,0.286,0.261,44,,2,7.7,105.9,86.5,22.8,0.228,0.436,0.302,0.386,38.5
21470,896,25341,Nationals,5,8,6,8/21/2016,on grass,Day Game,Braves,0,9,7,1:36 p.m. Local,Turner Field,Sunday,87,9, out to Centerfield,Cloudy,13,3.6,regular season,1,0,Win,8/21/2016,Nationals,1,3.7,105.1,80.8,16.8,0.183,0.33,0.255,0.324,29.6,,0,0,104.6,82.1,3.7,0.229,0.349,0.25,0.137,41.7
21496,897,40309,Yankees,0,6,0,8/21/2016,on grass,Day Game,Angels,0,8,2,12:37 p.m. Local,Angel Stadium of Anaheim,Sunday,83,6, from Right to Left,Cloudy,2,2.65,regular season,1,0,Win,8/21/2016,Yankees,2,8,105.9,85.1,21.6,0.279,0.506,0.357,0.274,36,,1,3.7,103.5,75.6,6.1,0.162,0.254,0.221,0.24,14.8
21531,273,25474,Pirates,1,7,5,8/26/2016,on grass,Night Game,Brewers,2,7,3,7:11 p.m. Local,Miller Park,Friday,74,9, in from Leftfield,Cloudy,8,3.433333333,regular season,0,1,Loss,8/26/2016,Pirates,2,9.1,102.1,85.7,13.4,0.185,0.325,0.301,0.313,27.3,,5,16.1,108.8,82.7,22.9,0.256,0.503,0.351,0.42,32.3
21569,274,17775,Padres,2,6,6,8/26/2016,on grass,Night Game,Marlins,1,13,7,7:11 p.m. Local,Marlins Park,Friday,77,0, in unknown direction,In Dome,13,3.866666667,regular season,1,0,Win,8/26/2016,Padres,1,3.1,106.4,82.8,4.9,0.265,0.384,0.335,0.37,37.5,,2,8,111.3,84,28.8,0.167,0.289,0.24,0.289,36
21595,275,48609,Cubs,1,9,6,8/26/2016,on grass,Night Game,Dodgers,0,9,4,7:11 p.m. Local,Dodger Stadium,Friday,68,7, out to Centerfield,Sunny,10,3.633333333,regular season,0,1,Loss,8/26/2016,Cubs,1,3.8,106.9,85.7,10.1,0.275,0.373,0.338,0.325,46.2,,3,11.5,108.1,83.9,7.6,0.26,0.459,0.316,0.276,26.9
21617,276,25852,Rays,1,8,4,8/26/2016,on grass,Night Game,Astros,0,6,5,7:11 p.m. Local,Minute Maid Park,Friday,73,0, in unknown direction,In Dome,9,2.65,regular season,1,0,Win,8/26/2016,Rays,2,10.5,110.2,80.5,21.5,0.198,0.394,0.292,0.336,31.6,,1,5,108.4,80.4,22.4,0.196,0.311,0.301,0.321,15
21672,277,31357,Angels,0,4,2,8/26/2016,on grass,Night Game,Tigers,0,9,4,7:10 p.m. Local,Comerica Park,Friday,82,6, out to Leftfield,Sunny,6,2.833333333,regular season,1,0,Win,8/26/2016,Angels,3,10.7,111.8,88.8,17.4,0.346,0.663,0.451,0.403,50,,1,3.7,106.6,83.6,18.9,0.311,0.423,0.335,0.283,40.7
21704,278,25651,Mariners,0,5,3,8/26/2016,on grass,Night Game,White Sox,0,8,1,7:10 p.m. Local,U.S. Cellular Field,Friday,76,7, out to Rightfield,Cloudy,4,2.366666667,regular season,0,1,Loss,8/26/2016,Mariners,1,4.3,108.5,84.8,21.6,0.269,0.366,0.302,0.289,30.4,,1,3.7,108.1,84.8,22.2,0.286,0.463,0.331,0.306,44.4
21729,279,38134,Royals,1,9,6,8/26/2016,on grass,Night Game,Red Sox,0,15,3,7:11 p.m. Local,Fenway Park,Friday,87,7, from Left to Right,Cloudy,9,3.233333333,regular season,0,1,Loss,8/26/2016,Royals,0,0,106.7,80.7,17,0.278,0.347,0.294,0.364,37.9,,1,3.3,107.5,85.7,15.3,0.233,0.349,0.286,0.302,26.7
21744,280,26087,Reds,0,12,3,8/26/2016,on grass,Night Game,D-Backs,0,7,4,6:40 p.m. Local,Chase Field,Friday,77,0, in unknown direction,In Dome,7,3.783333333,regular season,1,0,Win,8/26/2016,Reds,2,7.7,104.8,81.7,23.9,0.207,0.347,0.297,0.278,19.2,,2,7.4,110.3,84.9,19,0.231,0.41,0.313,0.281,44.4
21781,831,33433,Rockies,3,6,5,8/26/2016,on grass,Night Game,Nationals,0,10,8,7:07 p.m. Local,Nationals Park,Friday,94,3, from Left to Right,Sunny,13,3.066666667,regular season,1,0,Win,8/26/2016,Rockies,3,10.7,108.3,86.4,18.6,0.287,0.57,0.397,0.429,39.3,,1,4.2,105.6,81,18.3,0.246,0.357,0.298,0.22,20.8
21799,832,42534,Twins,2,9,8,8/26/2016,on turf,Night Game,Blue Jays,1,15,15,7:08 p.m. Local,Rogers Centre,Friday,84,14, in from Leftfield,Cloudy,23,3.183333333,regular season,1,0,Win,8/26/2016,Twins,4,11.8,114.7,89.5,13.2,0.332,0.59,0.426,0.495,41.2,,1,4,111.4,85.3,17.3,0.189,0.292,0.245,0.259,28
21846,833,31853,Indians,0,17,12,8/26/2016,on grass,Night Game,Rangers,0,6,1,7:07 p.m. Local,Globe Life Park in Arlington,Friday,86,9, from Left to Right,Unknown,13,3.283333333,regular season,0,1,Loss,8/26/2016,Indians,1,5.3,106,80.2,16.4,0.168,0.272,0.232,0.242,26.3,,2,10,106.1,79.1,19.6,0.169,0.358,0.294,0.319,30
21862,834,40221,Athletics,0,5,1,8/26/2016,on grass,Night Game,Cardinals,0,6,3,7:16 p.m. Local,Busch Stadium III,Friday,81,3, in from Leftfield,Unknown,4,2.433333333,regular season,1,0,Win,8/26/2016,Athletics,1,4.8,107.3,84.6,19.8,0.242,0.398,0.303,0.265,19,,2,7.4,112.6,83,26.2,0.216,0.425,0.31,0.309,33.3
21896,835,41283,Braves,3,7,0,8/26/2016,on grass,Night Game,Giants,0,10,7,7:16 p.m. Local,AT&T Park,Friday,64,13, out to Centerfield,Cloudy,7,2.85,regular season,1,0,Win,8/26/2016,Braves,2,6.7,108.6,87.1,15.5,0.313,0.475,0.351,0.334,43.3,,1,3.8,108.4,83.1,8,0.255,0.454,0.312,0.312,34.6
21930,836,31111,Phillies,0,7,4,8/26/2016,on grass,Night Game,Mets,0,11,9,7:10 p.m. Local,Citi Field,Friday,88,15, in from Leftfield,Cloudy,13,2.933333333,regular season,1,0,Win,8/26/2016,Phillies,1,4.8,120,85.2,17.8,0.245,0.41,0.315,0.483,42.9,,1,4.8,107.8,81.8,24.2,0.21,0.358,0.284,0.215,19
21975,837,38423,Orioles,3,7,4,8/26/2016,on grass,Night Game,Yankees,1,18,14,7:08 p.m. Local,Yankee Stadium III,Friday,89,11, out to Rightfield,Sunny,18,2.85,regular season,1,0,Win,8/26/2016,Orioles,2,5.3,108.6,87.5,15.6,0.318,0.508,0.372,0.493,50,,3,17.6,109.1,84.4,8.7,0.199,0.399,0.267,0.207,35.3
21988,281,39722,Orioles,0,3,0,8/25/2016,on grass,Night Game,Nationals,0,10,4,7:06 p.m. Local,Nationals Park,Thursday,87,8, out to Centerfield,Cloudy,4,2.716666667,regular season,1,0,Win,8/25/2016,Orioles,1,3.6,108.8,82.7,27.5,0.183,0.295,0.204,0.324,21.4,,2,6.7,107.3,82.3,16.6,0.214,0.403,0.306,0.38,30
